"","LatBand","Year","SampleID","Species","Abundance"
"24725",56,2003,"55.945_-6.6453","Trisopterus esmarkii",58
"24726",56.5,2003,"56.353_-8.5073","Trisopterus esmarkii",8
"24727",56.5,2003,"56.4045_-6.7687","Trisopterus esmarkii",1026
"24728",56.5,2003,"56.4762_-7.494","Trisopterus esmarkii",229
"24729",57,2003,"56.605_-8.5162","Trisopterus esmarkii",30
"24730",57,2003,"56.6263_-7.3635","Trisopterus esmarkii",992
"24731",57,2003,"56.7697_-6.921","Trisopterus esmarkii",6192
"24732",57.5,2003,"57.1402_-6.9552","Trisopterus esmarkii",1136
"24733",57.5,2003,"57.3035_-8.46","Trisopterus esmarkii",52
"24734",58,2003,"57.6492_-8.52","Trisopterus esmarkii",290
"24735",58,2003,"57.7208_-9.0867","Trisopterus esmarkii",34
"24736",58,2003,"57.7487_-5.979","Trisopterus esmarkii",1148
"24737",58,2003,"57.9275_-6.2082","Trisopterus esmarkii",6868
"24738",58.5,2003,"58.02_-5.7728","Trisopterus esmarkii",3436
"24739",58.5,2003,"58.0237_-5.7643","Trisopterus esmarkii",1318
"24740",58.5,2003,"58.0467_-8.8283","Trisopterus esmarkii",30
"24741",58.5,2003,"58.2592_-7.3495","Trisopterus esmarkii",306
"24742",58.5,2003,"58.2947_-6.0105","Trisopterus esmarkii",656
"24743",58.5,2003,"58.3007_-6.0043","Trisopterus esmarkii",624
"24744",58.5,2003,"58.3708_-6.0175","Trisopterus esmarkii",7230
"24745",58.5,2003,"58.3927_-5.6727","Trisopterus esmarkii",3434
"24746",58.5,2003,"58.3932_-5.6268","Trisopterus esmarkii",6090
"24747",58.5,2003,"58.4132_-6.0183","Trisopterus esmarkii",3434
"24748",59,2003,"58.545_-5.5678","Trisopterus esmarkii",2912
"24749",59,2003,"58.5845_-5.636","Trisopterus esmarkii",442
"24750",59,2003,"58.6867_-7.1983","Trisopterus esmarkii",16950
"24751",59,2003,"58.7105_-4.4338","Trisopterus esmarkii",10
"24752",59,2003,"58.7893_-6.1467","Trisopterus esmarkii",1904
"24753",59,2003,"58.8102_-6.2682","Trisopterus esmarkii",970
"24754",59.5,2003,"59.2335_-4.036","Trisopterus esmarkii",76
"24755",59.5,2003,"59.2357_-4.0507","Trisopterus esmarkii",4158
"24756",59.5,2003,"59.3477_-5.1173","Trisopterus esmarkii",1726
"24757",60,2003,"59.7305_-4.5505","Trisopterus esmarkii",328
"24765",55.5,2004,"55.2695_-5.193","Trisopterus esmarkii",108
"24766",55.5,2004,"55.4423_-4.8542","Trisopterus esmarkii",6
"24767",56,2004,"55.9445_-6.6285","Trisopterus esmarkii",2
"24768",56.5,2004,"56.3572_-8.5115","Trisopterus esmarkii",2
"24769",56.5,2004,"56.419_-6.7218","Trisopterus esmarkii",302
"24770",56.5,2004,"56.4638_-7.4782","Trisopterus esmarkii",838
"24771",57,2004,"56.5518_-7.3327","Trisopterus esmarkii",5072
"24772",57,2004,"56.6043_-8.5385","Trisopterus esmarkii",42
"24773",57,2004,"56.7472_-6.9747","Trisopterus esmarkii",974
"24774",57.5,2004,"57.1112_-6.9585","Trisopterus esmarkii",556
"24775",58,2004,"57.6448_-8.5145","Trisopterus esmarkii",26
"24776",58,2004,"57.7058_-9.0865","Trisopterus esmarkii",2168
"24777",58,2004,"57.7325_-5.9738","Trisopterus esmarkii",842
"24778",58,2004,"57.7788_-5.9532","Trisopterus esmarkii",286
"24779",58,2004,"57.9327_-6.2128","Trisopterus esmarkii",3108
"24780",58.5,2004,"58.0222_-5.7723","Trisopterus esmarkii",1502
"24781",58.5,2004,"58.0257_-8.8493","Trisopterus esmarkii",38
"24782",58.5,2004,"58.0278_-9.0473","Trisopterus esmarkii",4
"24783",58.5,2004,"58.043_-5.7622","Trisopterus esmarkii",190
"24784",58.5,2004,"58.32_-6.0008","Trisopterus esmarkii",1654
"24785",58.5,2004,"58.3995_-5.5913","Trisopterus esmarkii",9220
"24786",58.5,2004,"58.439_-6.0458","Trisopterus esmarkii",8524
"24787",59,2004,"58.5698_-5.6195","Trisopterus esmarkii",3064
"24788",59,2004,"58.5767_-5.6313","Trisopterus esmarkii",210
"24789",59,2004,"58.6722_-7.2222","Trisopterus esmarkii",2
"24790",59,2004,"58.7112_-4.3842","Trisopterus esmarkii",6
"24791",59,2004,"58.8012_-6.2433","Trisopterus esmarkii",266
"24792",59.5,2004,"59.2192_-4.127","Trisopterus esmarkii",6578
"24793",59.5,2004,"59.346_-5.1577","Trisopterus esmarkii",19890
"24796",55.5,2005,"55.2897_-5.1988","Trisopterus esmarkii",80
"24797",55.5,2005,"55.408_-8.3983","Trisopterus esmarkii",346
"24798",56.5,2005,"56.3122_-8.3867","Trisopterus esmarkii",22
"24799",56.5,2005,"56.4263_-6.7095","Trisopterus esmarkii",262
"24800",56.5,2005,"56.4583_-7.4752","Trisopterus esmarkii",4
"24801",57,2005,"56.5447_-7.3462","Trisopterus esmarkii",2
"24802",57,2005,"56.7442_-6.9913","Trisopterus esmarkii",56
"24803",57.5,2005,"57.1135_-6.9635","Trisopterus esmarkii",12
"24804",57.5,2005,"57.267_-8.4683","Trisopterus esmarkii",6
"24805",58,2005,"57.7198_-9.0833","Trisopterus esmarkii",978
"24806",58,2005,"57.7818_-5.9557","Trisopterus esmarkii",2
"24807",58,2005,"57.9353_-6.217","Trisopterus esmarkii",1140
"24808",58.5,2005,"58.0137_-5.7767","Trisopterus esmarkii",44
"24809",58.5,2005,"58.02_-8.854","Trisopterus esmarkii",2
"24810",58.5,2005,"58.2603_-7.3543","Trisopterus esmarkii",504
"24811",58.5,2005,"58.2755_-6.0167","Trisopterus esmarkii",204
"24812",58.5,2005,"58.3987_-5.5818","Trisopterus esmarkii",22
"24813",58.5,2005,"58.4587_-6.0527","Trisopterus esmarkii",282
"24814",59,2005,"58.5502_-5.5922","Trisopterus esmarkii",602
"24815",59,2005,"58.7117_-4.4347","Trisopterus esmarkii",20
"24816",59,2005,"58.7807_-6.1755","Trisopterus esmarkii",3498
"24817",59.5,2005,"59.219_-4.1373","Trisopterus esmarkii",8138
"24818",59.5,2005,"59.2398_-6.5647","Trisopterus esmarkii",26
"24819",59.5,2005,"59.3512_-5.0988","Trisopterus esmarkii",56
"24820",60,2005,"59.5607_-5.1328","Trisopterus esmarkii",10
"24821",60,2005,"59.7718_-4.7927","Trisopterus esmarkii",14
"24830",55.5,2006,"55.2697_-5.196","Trisopterus esmarkii",192
"24831",55.5,2006,"55.4462_-4.8433","Trisopterus esmarkii",14
"24832",56.5,2006,"56.2897_-8.394","Trisopterus esmarkii",12
"24833",56.5,2006,"56.4023_-6.7557","Trisopterus esmarkii",348
"24834",56.5,2006,"56.4785_-7.4858","Trisopterus esmarkii",74
"24835",57,2006,"56.5607_-7.3217","Trisopterus esmarkii",118
"24836",57,2006,"56.6097_-8.4625","Trisopterus esmarkii",2
"24837",57,2006,"56.6622_-7.4122","Trisopterus esmarkii",4
"24838",57,2006,"56.7547_-6.955","Trisopterus esmarkii",4
"24839",57,2006,"56.791_-8.5757","Trisopterus esmarkii",14
"24840",57.5,2006,"57.1298_-6.6925","Trisopterus esmarkii",39
"24841",58,2006,"57.7332_-9.0653","Trisopterus esmarkii",146
"24842",58,2006,"57.7955_-6.0023","Trisopterus esmarkii",36
"24843",58,2006,"57.9692_-6.239","Trisopterus esmarkii",868
"24844",58.5,2006,"58.0337_-5.769","Trisopterus esmarkii",386
"24845",58.5,2006,"58.0992_-6.173","Trisopterus esmarkii",244
"24846",58.5,2006,"58.3482_-6.9828","Trisopterus esmarkii",1234
"24847",58.5,2006,"58.3985_-5.6262","Trisopterus esmarkii",864
"24848",58.5,2006,"58.414_-6.008","Trisopterus esmarkii",1540
"24849",59,2006,"58.5628_-5.6078","Trisopterus esmarkii",692
"24850",59,2006,"58.5858_-5.6297","Trisopterus esmarkii",1134
"24851",59,2006,"58.7068_-4.3342","Trisopterus esmarkii",642
"24852",59,2006,"58.778_-6.2005","Trisopterus esmarkii",6972
"24853",59,2006,"58.8437_-6.7997","Trisopterus esmarkii",76
"24854",59.5,2006,"59.221_-4.1112","Trisopterus esmarkii",380
"24855",59.5,2006,"59.3513_-5.0923","Trisopterus esmarkii",1500
"24856",60,2006,"59.7718_-4.793","Trisopterus esmarkii",4
"24857",55.5,2007,"55.2458_-5.1995","Trisopterus esmarkii",234
"24858",55.5,2007,"55.3953_-6.7548","Trisopterus esmarkii",96
"24859",55.5,2007,"55.4278_-4.8778","Trisopterus esmarkii",172
"24860",56,2007,"55.685_-5.1025","Trisopterus esmarkii",8
"24861",56,2007,"55.8297_-8.3318","Trisopterus esmarkii",816
"24862",56,2007,"55.8953_-6.7238","Trisopterus esmarkii",38
"24863",56,2007,"55.9892_-7.2507","Trisopterus esmarkii",6
"24864",56.5,2007,"56.1947_-7.351","Trisopterus esmarkii",4
"24865",56.5,2007,"56.3255_-8.4468","Trisopterus esmarkii",546
"24866",56.5,2007,"56.4027_-6.7693","Trisopterus esmarkii",12
"24867",56.5,2007,"56.4742_-7.4888","Trisopterus esmarkii",8
"24868",57,2007,"56.5518_-7.3322","Trisopterus esmarkii",76
"24869",57,2007,"56.6145_-8.436","Trisopterus esmarkii",918
"24870",57,2007,"56.7498_-6.9603","Trisopterus esmarkii",18
"24871",57,2007,"56.7538_-9.0085","Trisopterus esmarkii",24
"24872",57,2007,"56.8013_-8.5715","Trisopterus esmarkii",2268
"24873",57.5,2007,"57.1017_-7.032","Trisopterus esmarkii",4
"24874",57.5,2007,"57.1278_-6.6988","Trisopterus esmarkii",12
"24875",57.5,2007,"57.3287_-8.4682","Trisopterus esmarkii",2493
"24876",58,2007,"57.6205_-8.5065","Trisopterus esmarkii",272
"24877",58,2007,"57.6763_-9.0952","Trisopterus esmarkii",4004
"24878",58,2007,"57.9467_-6.2233","Trisopterus esmarkii",1208
"24879",58,2007,"57.953_-6.229","Trisopterus esmarkii",266
"24880",58,2007,"57.9802_-8.6708","Trisopterus esmarkii",4212
"24881",58.5,2007,"58.0213_-5.7772","Trisopterus esmarkii",18
"24882",58.5,2007,"58.062_-9.0203","Trisopterus esmarkii",4
"24883",58.5,2007,"58.0678_-8.833","Trisopterus esmarkii",2464
"24884",58.5,2007,"58.1138_-6.1427","Trisopterus esmarkii",38
"24885",58.5,2007,"58.2767_-8.479","Trisopterus esmarkii",20
"24886",58.5,2007,"58.307_-8.4733","Trisopterus esmarkii",2938
"24887",58.5,2007,"58.3862_-5.9757","Trisopterus esmarkii",2972
"24888",58.5,2007,"58.3963_-5.6373","Trisopterus esmarkii",56
"24889",58.5,2007,"58.3975_-5.6257","Trisopterus esmarkii",742
"24890",58.5,2007,"58.4083_-7.87","Trisopterus esmarkii",154
"24891",58.5,2007,"58.4707_-7.481","Trisopterus esmarkii",1046
"24892",59,2007,"58.5843_-5.6325","Trisopterus esmarkii",190
"24893",59,2007,"58.7055_-7.1815","Trisopterus esmarkii",36
"24894",59,2007,"58.7082_-4.4318","Trisopterus esmarkii",48
"24895",59,2007,"58.7718_-6.1387","Trisopterus esmarkii",66780
"24896",59,2007,"58.8463_-6.7903","Trisopterus esmarkii",1436
"24897",59,2007,"58.8465_-4.6938","Trisopterus esmarkii",88
"24898",59.5,2007,"59.1635_-5.1205","Trisopterus esmarkii",15117
"24899",59.5,2007,"59.209_-4.815","Trisopterus esmarkii",82
"24900",59.5,2007,"59.2312_-4.0453","Trisopterus esmarkii",4752
"24901",59.5,2007,"59.2407_-6.4978","Trisopterus esmarkii",4
"24902",59.5,2007,"59.2643_-6.357","Trisopterus esmarkii",14
"24903",59.5,2007,"59.3488_-5.174","Trisopterus esmarkii",188
"24904",59.5,2007,"59.364_-5.3123","Trisopterus esmarkii",164
"24905",55.5,2008,"55.2648_-5.1928","Trisopterus esmarkii",280
"24906",55.5,2008,"55.3747_-6.7642","Trisopterus esmarkii",124
"24907",55.5,2008,"55.4558_-4.8193","Trisopterus esmarkii",18
"24908",56,2008,"55.818_-7.7032","Trisopterus esmarkii",54
"24909",56,2008,"55.8307_-8.3612","Trisopterus esmarkii",172
"24910",56,2008,"55.9325_-6.6777","Trisopterus esmarkii",18
"24911",56,2008,"55.9897_-7.2462","Trisopterus esmarkii",518
"24912",56.5,2008,"56.4087_-6.7317","Trisopterus esmarkii",302
"24913",56.5,2008,"56.4495_-7.4532","Trisopterus esmarkii",2994
"24914",57,2008,"56.5472_-7.3385","Trisopterus esmarkii",644
"24915",57,2008,"56.6048_-8.521","Trisopterus esmarkii",2
"24916",57,2008,"56.6115_-7.383","Trisopterus esmarkii",258
"24917",57,2008,"56.7535_-6.9592","Trisopterus esmarkii",44
"24918",57.5,2008,"57.0292_-8.7158","Trisopterus esmarkii",290
"24919",57.5,2008,"57.1278_-6.653","Trisopterus esmarkii",350
"24920",57.5,2008,"57.1345_-6.9662","Trisopterus esmarkii",48
"24921",58,2008,"57.6615_-9.0997","Trisopterus esmarkii",60
"24922",58,2008,"57.786_-5.9582","Trisopterus esmarkii",4
"24923",58,2008,"57.943_-6.218","Trisopterus esmarkii",1138
"24924",58,2008,"57.957_-8.7277","Trisopterus esmarkii",48
"24925",58.5,2008,"58.0347_-8.8435","Trisopterus esmarkii",8
"24926",58.5,2008,"58.062_-5.752","Trisopterus esmarkii",178
"24927",58.5,2008,"58.1062_-6.1615","Trisopterus esmarkii",2
"24928",58.5,2008,"58.115_-6.1392","Trisopterus esmarkii",8
"24929",58.5,2008,"58.4002_-7.878","Trisopterus esmarkii",842
"24930",58.5,2008,"58.4055_-5.5633","Trisopterus esmarkii",88
"24931",58.5,2008,"58.4623_-6.008","Trisopterus esmarkii",1672
"24932",58.5,2008,"58.4832_-7.462","Trisopterus esmarkii",4024
"24933",59,2008,"58.5932_-5.6445","Trisopterus esmarkii",188
"24934",59.5,2008,"59.1922_-4.7913","Trisopterus esmarkii",424
"24935",59.5,2008,"59.2328_-4.0465","Trisopterus esmarkii",37256
"24936",59.5,2008,"59.348_-5.1307","Trisopterus esmarkii",4
"24937",55.5,2009,"55.1133_-9.3663","Trisopterus esmarkii",466
"24938",55.5,2009,"55.2328_-5.2083","Trisopterus esmarkii",194
"24939",55.5,2009,"55.357_-6.7353","Trisopterus esmarkii",358
"24940",55.5,2009,"55.4518_-4.8287","Trisopterus esmarkii",190
"24941",56,2009,"55.8165_-8.2198","Trisopterus esmarkii",4
"24942",56,2009,"55.8918_-6.7302","Trisopterus esmarkii",130
"24943",56,2009,"55.9997_-7.31","Trisopterus esmarkii",2
"24944",56.5,2009,"56.432_-6.715","Trisopterus esmarkii",2444
"24945",57,2009,"56.5755_-7.3068","Trisopterus esmarkii",7934
"24946",57,2009,"56.6115_-8.4592","Trisopterus esmarkii",354
"24947",57,2009,"56.6298_-7.339","Trisopterus esmarkii",100
"24948",57,2009,"56.7708_-6.9192","Trisopterus esmarkii",46
"24949",57.5,2009,"57.103_-7.0347","Trisopterus esmarkii",4
"24950",57.5,2009,"57.1243_-6.9627","Trisopterus esmarkii",12
"24951",57.5,2009,"57.1305_-6.6395","Trisopterus esmarkii",52
"24952",58,2009,"57.6567_-9.1075","Trisopterus esmarkii",3852
"24953",58,2009,"57.7862_-5.9595","Trisopterus esmarkii",4
"24954",58,2009,"57.9165_-6.2025","Trisopterus esmarkii",2570
"24955",58.5,2009,"58.0633_-5.7543","Trisopterus esmarkii",1374
"24956",58.5,2009,"58.105_-6.1625","Trisopterus esmarkii",48
"24957",58.5,2009,"58.319_-8.4828","Trisopterus esmarkii",26
"24958",58.5,2009,"58.4012_-5.5698","Trisopterus esmarkii",4522
"24959",58.5,2009,"58.4053_-7.8717","Trisopterus esmarkii",618
"24960",58.5,2009,"58.433_-6.0032","Trisopterus esmarkii",7092
"24961",58.5,2009,"58.4968_-7.4292","Trisopterus esmarkii",16828
"24962",59,2009,"58.6012_-5.6513","Trisopterus esmarkii",7702
"24963",59,2009,"58.7102_-4.4167","Trisopterus esmarkii",5470
"24964",59,2009,"58.7787_-6.144","Trisopterus esmarkii",76450
"24965",59,2009,"58.8207_-6.8708","Trisopterus esmarkii",2136
"24966",59.5,2009,"59.2142_-4.8195","Trisopterus esmarkii",4
"24967",59.5,2009,"59.2167_-4.1463","Trisopterus esmarkii",5660
"24968",59.5,2009,"59.3445_-5.1792","Trisopterus esmarkii",2
"24969",55.5,2010,"55.1323_-9.3867","Trisopterus esmarkii",2
"24970",55.5,2010,"55.268_-5.2022","Trisopterus esmarkii",868
"24971",55.5,2010,"55.3827_-6.7473","Trisopterus esmarkii",266
"24972",55.5,2010,"55.4573_-4.8207","Trisopterus esmarkii",74
"24973",56,2010,"55.6987_-5.1312","Trisopterus esmarkii",2
"24974",56,2010,"55.8157_-8.2057","Trisopterus esmarkii",23672
"24975",56,2010,"55.8245_-7.6735","Trisopterus esmarkii",30
"24976",56,2010,"55.9237_-6.6832","Trisopterus esmarkii",240
"24977",56,2010,"55.997_-7.2383","Trisopterus esmarkii",12
"24978",56.5,2010,"56.2013_-7.263","Trisopterus esmarkii",460
"24979",56.5,2010,"56.3417_-8.4922","Trisopterus esmarkii",28460
"24980",56.5,2010,"56.4038_-6.7478","Trisopterus esmarkii",1218
"24981",56.5,2010,"56.4665_-7.4867","Trisopterus esmarkii",46904
"24982",57,2010,"56.5712_-7.3075","Trisopterus esmarkii",10736
"24983",57,2010,"56.5823_-8.5423","Trisopterus esmarkii",498
"24984",57,2010,"56.609_-8.4722","Trisopterus esmarkii",142
"24985",57,2010,"56.6312_-7.3478","Trisopterus esmarkii",1068
"24986",57,2010,"56.765_-6.9397","Trisopterus esmarkii",408
"24987",57,2010,"56.8098_-8.565","Trisopterus esmarkii",17868
"24988",57.5,2010,"57.106_-7.0338","Trisopterus esmarkii",2250
"24989",57.5,2010,"57.1295_-6.6923","Trisopterus esmarkii",508
"24990",57.5,2010,"57.3312_-8.4735","Trisopterus esmarkii",6944
"24991",58,2010,"57.7885_-5.9603","Trisopterus esmarkii",590
"24992",58,2010,"57.9168_-6.2015","Trisopterus esmarkii",2146
"24993",58,2010,"57.943_-8.7485","Trisopterus esmarkii",121400
"24994",58.5,2010,"58.02_-8.859","Trisopterus esmarkii",52302
"24995",58.5,2010,"58.0647_-5.7527","Trisopterus esmarkii",1170
"24996",58.5,2010,"58.1057_-6.132","Trisopterus esmarkii",588
"24997",58.5,2010,"58.3928_-7.8862","Trisopterus esmarkii",131788
"24998",58.5,2010,"58.3947_-5.6338","Trisopterus esmarkii",19764
"24999",58.5,2010,"58.4328_-6.0028","Trisopterus esmarkii",19022
"25000",59,2010,"58.5203_-8.049","Trisopterus esmarkii",6
"25001",59,2010,"58.5778_-5.6193","Trisopterus esmarkii",19648
"25002",59,2010,"58.6947_-7.1878","Trisopterus esmarkii",2
"25003",59,2010,"58.7853_-6.192","Trisopterus esmarkii",3644
"25004",59,2010,"58.8313_-6.8435","Trisopterus esmarkii",158
"25005",59.5,2010,"59.1658_-5.1138","Trisopterus esmarkii",8
"25006",59.5,2010,"59.227_-4.083","Trisopterus esmarkii",18
"25007",59.5,2010,"59.235_-6.5223","Trisopterus esmarkii",19300
"25008",60,2010,"59.6033_-5.1555","Trisopterus esmarkii",2
"25009",56,1986,"55.9_-8.15","Trisopterus luscus",1
"25010",55.5,1994,"55.3833_-8.4","Trisopterus luscus",1
"25057",55.5,2002,"55.3527_-8.4618","Trisopterus luscus",2
"25058",56,2002,"55.9487_-6.6495","Trisopterus luscus",2
"25063",55.5,2003,"55.2725_-5.1908","Trisopterus luscus",2
"25073",55.5,1985,"55.25_-8.7167","Trisopterus minutus",12
"25074",55.5,1985,"55.2833_-5.2167","Trisopterus minutus",459
"25075",55.5,1985,"55.3333_-6.8","Trisopterus minutus",27
"25076",55.5,1985,"55.4167_-9.1667","Trisopterus minutus",8
"25077",55.5,1985,"55.45_-4.8167","Trisopterus minutus",456
"25078",56,1985,"55.8_-9.0167","Trisopterus minutus",2
"25079",56,1985,"55.8167_-7.9167","Trisopterus minutus",290
"25080",56,1985,"55.8667_-8.15","Trisopterus minutus",4
"25081",56,1985,"55.9167_-6.7167","Trisopterus minutus",18
"25082",56.5,1985,"56.1833_-8.3667","Trisopterus minutus",9
"25083",56.5,1985,"56.2333_-8.3833","Trisopterus minutus",24
"25084",56.5,1985,"56.4_-6.7333","Trisopterus minutus",237
"25085",56.5,1985,"56.4333_-7.5833","Trisopterus minutus",47
"25086",56.5,1985,"56.4333_-6.7167","Trisopterus minutus",300
"25087",57,1985,"56.55_-9.0333","Trisopterus minutus",10
"25088",57,1985,"56.6667_-7.3833","Trisopterus minutus",1126
"25089",57,1985,"56.9167_-7.0167","Trisopterus minutus",2286
"25090",57,1985,"56.9167_-6.9833","Trisopterus minutus",333
"25091",57,1985,"56.9833_-9.0667","Trisopterus minutus",4
"25092",57,1985,"56.9833_-9.05","Trisopterus minutus",25
"25093",57.5,1985,"57.15_-6.95","Trisopterus minutus",523
"25094",57.5,1985,"57.3_-8.4833","Trisopterus minutus",1
"25095",57.5,1985,"57.5_-9.35","Trisopterus minutus",7
"25096",58,1985,"57.5167_-9.35","Trisopterus minutus",12
"25097",58,1985,"57.5333_-9.0833","Trisopterus minutus",36
"25098",58,1985,"57.6_-9.0667","Trisopterus minutus",2
"25099",58,1985,"57.6167_-8.5","Trisopterus minutus",8
"25100",58,1985,"57.65_-8.5167","Trisopterus minutus",4
"25101",58,1985,"57.7333_-6.0167","Trisopterus minutus",79
"25102",58,1985,"57.75_-6.0167","Trisopterus minutus",130
"25103",58,1985,"57.9_-6.1833","Trisopterus minutus",79
"25104",58,1985,"57.9167_-6.2","Trisopterus minutus",12
"25105",58,1985,"57.9833_-8.8667","Trisopterus minutus",68
"25106",58.5,1985,"58.0167_-8.8333","Trisopterus minutus",5
"25107",58.5,1985,"58.0667_-9.0167","Trisopterus minutus",133
"25108",58.5,1985,"58.1333_-5.7833","Trisopterus minutus",207
"25109",58.5,1985,"58.15_-5.7833","Trisopterus minutus",71
"25110",58.5,1985,"58.25_-5.9667","Trisopterus minutus",52
"25111",58.5,1985,"58.2667_-6.0167","Trisopterus minutus",82
"25112",58.5,1985,"58.3_-7.3667","Trisopterus minutus",55
"25113",58.5,1985,"58.3667_-6.0667","Trisopterus minutus",50
"25114",58.5,1985,"58.3833_-6.0667","Trisopterus minutus",96
"25115",58.5,1985,"58.45_-5.8667","Trisopterus minutus",49
"25116",59,1985,"58.65_-4.3667","Trisopterus minutus",34
"25117",59,1985,"58.7_-7.1833","Trisopterus minutus",4
"25118",59,1985,"58.8_-5.0833","Trisopterus minutus",35
"25119",59,1985,"58.8_-4.1","Trisopterus minutus",38
"25120",59,1985,"58.85_-6.3333","Trisopterus minutus",29
"25121",59.5,1985,"59.05_-5.9167","Trisopterus minutus",2
"25122",59.5,1985,"59.2667_-4.2833","Trisopterus minutus",33
"25123",59.5,1985,"59.3333_-5.3167","Trisopterus minutus",40
"25124",55.5,1986,"55.2333_-8.7833","Trisopterus minutus",12
"25125",55.5,1986,"55.2667_-5.25","Trisopterus minutus",89
"25126",55.5,1986,"55.4333_-9.2","Trisopterus minutus",9
"25127",55.5,1986,"55.45_-4.85","Trisopterus minutus",79
"25128",55.5,1986,"55.4667_-7.5","Trisopterus minutus",2
"25129",56,1986,"55.85_-7.8167","Trisopterus minutus",36
"25130",56,1986,"55.9_-8.15","Trisopterus minutus",26
"25131",56,1986,"55.9667_-6.6833","Trisopterus minutus",4
"25132",56.5,1986,"56.2167_-8.3833","Trisopterus minutus",54
"25133",56.5,1986,"56.4167_-6.7","Trisopterus minutus",3
"25134",57,1986,"56.6_-7.3667","Trisopterus minutus",22
"25135",57,1986,"56.7833_-9.0167","Trisopterus minutus",1
"25136",57,1986,"56.95_-6.9667","Trisopterus minutus",9
"25137",57.5,1986,"57.15_-6.9667","Trisopterus minutus",79
"25138",57.5,1986,"57.2833_-8.4833","Trisopterus minutus",141
"25139",57.5,1986,"57.5_-9.0833","Trisopterus minutus",104
"25140",58,1986,"57.65_-8.5167","Trisopterus minutus",76
"25141",58,1986,"57.7833_-6.0167","Trisopterus minutus",34
"25142",58,1986,"57.7833_-6","Trisopterus minutus",40
"25143",58,1986,"57.9167_-6.1833","Trisopterus minutus",13
"25144",58.5,1986,"58.0167_-9.0667","Trisopterus minutus",14
"25145",58.5,1986,"58.0667_-5.7667","Trisopterus minutus",100
"25146",58.5,1986,"58.25_-5.9833","Trisopterus minutus",24
"25147",58.5,1986,"58.3333_-7.35","Trisopterus minutus",11
"25148",58.5,1986,"58.3833_-6.0667","Trisopterus minutus",89
"25149",58.5,1986,"58.3833_-5.8","Trisopterus minutus",13
"25150",59,1986,"58.6_-5.9333","Trisopterus minutus",5
"25151",59,1986,"58.7_-4.1333","Trisopterus minutus",5
"25152",59,1986,"58.7_-4.1167","Trisopterus minutus",10
